gutenberg_id,text
9182,"Certainly, though the mother had given it her healthy frame, her blue"
9182,"eye and ruddy cheek, not from her was derived its moral being. It was"
9182,"an honest, gleeful little soul: a passionate, warm-tempered, bustling"
9182,"creature it was too, and of the sort likely to blunder often into"
9182,perils and difficulties. One day it bethought itself to fall from top
9182,"to bottom of a steep flight of stone steps; and when Madame, hearing"
9182,"the noise (she always heard every noise), issued from the"
9182,"salle-à-manger and picked it up, she said quietly,—“Cet enfant a un os"
9182,de cassé.”
9182,
9182,"At first we hoped this was not the case. It was, however, but too true:"
9182,one little plump arm hung powerless.
9182,
9182,"“Let Meess” (meaning me) “take her,” said Madame; “et qu’on aille tout"
9182,de suite chercher un fiacre.”
9182,
9182,"In a _fiacre_ she promptly, but with admirable coolness and"
9182,"self-possession, departed to fetch a surgeon."
9182,
9182,It appeared she did not find the family-surgeon at home; but that
9182,mattered not: she sought until she laid her hand on a substitute to her
9182,"mind, and brought him back with her. Meantime I had cut the child’s"
9182,"sleeve from its arm, undressed and put it to bed."
9182,
9182,"We none of us, I suppose (by _we_ I mean the bonne, the cook, the"
9182,"portress, and myself, all which personages were now gathered in the"
9182,"small and heated chamber), looked very scrutinizingly at the new doctor"
9182,"when he came into the room. I, at least, was taken up with endeavouring"
9182,to soothe Fifine; whose cries (for she had good lungs) were appalling
9182,to hear. These cries redoubled in intensity as the stranger approached
9182,"her bed; when he took her up, “Let alone!” she cried passionately, in"
9182,her broken English (for she spoke English as did the other children).
9182,“I will not you: I will Dr. Pillule!”
9182,
9182,"“And Dr. Pillule is my very good friend,” was the answer, in perfect"
9182,"English; “but he is busy at a place three leagues off, and I am come in"
9182,"his stead. So now, when we get a little calmer, we must commence"
9182,business; and we will soon have that unlucky little arm bandaged and in
9182,right order.”
9182,
9182,"Hereupon he called for a glass of _eau sucrée_, fed her with some"
9182,teaspoonfuls of the sweet liquid (Fifine was a frank gourmande; anybody
9182,"could win her heart through her palate), promised her more when the"
9182,"operation should be over, and promptly went to work. Some assistance"
9182,"being needed, he demanded it of the cook, a robust, strong-armed woman;"
9182,"but she, the portress, and the nurse instantly fled. I did not like to"
9182,"touch that small, tortured limb, but thinking there was no alternative,"
9182,my hand was already extended to do what was requisite. I was
9182,anticipated; Madame Beck had put out her own hand: hers was steady
9182,while mine trembled.
9182,
9182,"“Ca vaudra mieux,” said the doctor, turning from me to her."
9182,
9182,"He showed wisdom in his choice. Mine would have been feigned stoicism,"
9182,forced fortitude. Hers was neither forced nor feigned.
9182,
9182,"“Merci, Madame; très bien, fort bien!” said the operator when he had"
9182,"finished. “Voilà un sang-froid bien opportun, et qui vaut mille élans"
9182,de sensibilité déplacée.”
9182,
9182,"He was pleased with her firmness, she with his compliment. It was"
9182,"likely, too, that his whole general appearance, his voice, mien, and"
9182,"manner, wrought impressions in his favour. Indeed, when you looked well"
9182,"at him, and when a lamp was brought in—for it was evening and now"
9182,"waxing dusk—you saw that, unless Madame Beck had been less than woman,"
9182,it could not well be otherwise. This young doctor (he _was_ young) had
9182,no common aspect. His stature looked imposingly tall in that little
9182,"chamber, and amidst that group of Dutch-made women; his profile was"
9182,"clear, fine and expressive: perhaps his eye glanced from face to face"
9182,"rather too vividly, too quickly, and too often; but it had a most"
9182,"pleasant character, and so had his mouth; his chin was full, cleft,"
9182,"Grecian, and perfect. As to his smile, one could not in a hurry make up"
9182,one’s mind as to the descriptive epithet it merited; there was
9182,"something in it that pleased, but something too that brought surging up"
9182,into the mind all one’s foibles and weak points: all that could lay one
9182,"open to a laugh. Yet Fifine liked this doubtful smile, and thought the"
9182,"owner genial: much as he had hurt her, she held out her hand to bid him"
9182,"a friendly good-night. He patted the little hand kindly, and then he"
9182,and Madame went down-stairs together; she talking in her highest tide
9182,"of spirits and volubility, he listening with an air of good-natured"
9182,"amenity, dashed with that unconscious roguish archness I find it"
9182,difficult to describe.
9182,
9182,"I noticed that though he spoke French well, he spoke English better; he"
9182,"had, too, an English complexion, eyes, and form. I noticed more. As he"
9182,"passed me in leaving the room, turning his face in my direction one"
9182,"moment—not to address me, but to speak to Madame, yet so standing, that"
9182,I almost necessarily looked up at him—a recollection which had been
9182,"struggling to form in my memory, since the first moment I heard his"
9182,"voice, started up perfected. This was the very gentleman to whom I had"
9182,spoken at the bureau; who had helped me in the matter of the trunk; who
9182,"had been my guide through the dark, wet park. Listening, as he passed"
9182,"down the long vestibule out into the street, I recognised his very"
9182,tread: it was the same firm and equal stride I had followed under the
9182,dripping trees.
9182,
9182,It was to be concluded that this young surgeon-physician’s first visit
9182,to the Rue Fossette would be the last. The respectable Dr. Pillule
9182,"being expected home the next day, there appeared no reason why his"
9182,temporary substitute should again represent him; but the Fates had
9182,written their decree to the contrary.
9182,
9182,Dr. Pillule had been summoned to see a rich old hypochondriac at the
9182,"antique university town of Bouquin-Moisi, and upon his prescribing"
9182,"change of air and travel as remedies, he was retained to accompany the"
9182,"timid patient on a tour of some weeks; it but remained, therefore, for"
9182,the new doctor to continue his attendance at the Rue Fossette.
9182,
9182,I often saw him when he came; for Madame would not trust the little
9182,"invalid to Trinette, but required me to spend much of my time in the"
9182,nursery. I think he was skilful. Fifine recovered rapidly under his
9182,"care, yet even her convalescence did not hasten his dismissal. Destiny"
9182,"and Madame Beck seemed in league, and both had ruled that he should"
9182,"make deliberate acquaintance with the vestibule, the private staircase"
9182,and upper chambers of the Rue Fossette.
9182,
9182,No sooner did Fifine emerge from his hands than Désirée declared
9182,"herself ill. That possessed child had a genius for simulation, and"
9182,"captivated by the attentions and indulgences of a sick-room, she came"
9182,to the conclusion that an illness would perfectly accommodate her
9182,"tastes, and took her bed accordingly. She acted well, and her mother"
9182,still better; for while the whole case was transparent to Madame Beck
9182,"as the day, she treated it with an astonishingly well-assured air of"
9182,gravity and good faith.
9182,
9182,"What surprised me was, that Dr. John (so the young Englishman had"
9182,"taught Fifine to call him, and we all took from her the habit of"
9182,"addressing him by this name, till it became an established custom, and"
9182,he was known by no other in the Rue Fossette)—that Dr. John consented
9182,"tacitly to adopt Madame’s tactics, and to fall in with her manœuvres."
9182,"He betrayed, indeed, a period of comic doubt, cast one or two rapid"
9182,"glances from the child to the mother, indulged in an interval of"
9182,"self-consultation, but finally resigned himself with a good grace to"
9182,"play his part in the farce. Désirée eat like a raven, gambolled day and"
9182,"night in her bed, pitched tents with the sheets and blankets, lounged"
9182,"like a Turk amidst pillows and bolsters, diverted herself with throwing"
9182,"her shoes at her bonne and grimacing at her sisters—over-flowed, in"
9182,"short, with unmerited health and evil spirits; only languishing when"
9182,"her mamma and the physician paid their diurnal visit. Madame Beck, I"
9182,"knew, was glad, at any price, to have her daughter in bed out of the"
9182,way of mischief; but I wondered that Dr. John did not tire of the
9182,business.
9182,
9182,"Every day, on this mere pretext of a motive, he gave punctual"
9182,"attendance; Madame always received him with the same empressement, the"
9182,"same sunshine for himself, the same admirably counterfeited air of"
9182,concern for her child. Dr. John wrote harmless prescriptions for the
9182,"patient, and viewed her mother with a shrewdly sparkling eye. Madame"
9182,caught his rallying looks without resenting them—she had too much good
9182,"sense for that. Supple as the young doctor seemed, one could not"
9182,despise him—this pliant part was evidently not adopted in the design to
9182,curry favour with his employer: while he liked his office at the
9182,"pensionnat, and lingered strangely about the Rue Fossette, he was"
9182,"independent, almost careless in his carriage there; and yet, too, he"
9182,was often thoughtful and preoccupied.
9182,
9182,"It was not perhaps my business to observe the mystery of his bearing,"
9182,"or search out its origin or aim; but, placed as I was, I could hardly"
9182,"help it. He laid himself open to my observation, according to my"
9182,presence in the room just that degree of notice and consequence a
9182,"person of my exterior habitually expects: that is to say, about what is"
9182,"given to unobtrusive articles of furniture, chairs of ordinary joiner’s"
9182,"work, and carpets of no striking pattern. Often, while waiting for"
9182,"Madame, he would muse, smile, watch, or listen like a man who thinks"
9182,"himself alone. I, meantime, was free to puzzle over his countenance and"
9182,"movements, and wonder what could be the meaning of that peculiar"
9182,"interest and attachment—all mixed up with doubt and strangeness, and"
9182,inexplicably ruled by some presiding spell—which wedded him to this
9182,"demi-convent, secluded in the built-up core of a capital. He, I"
9182,"believe, never remembered that I had eyes in my head, much less a brain"
9182,behind them.
9182,
9182,"Nor would he ever have found this out, but that one day, while he sat"
9182,"in the sunshine and I was observing the colouring of his hair,"
9182,"whiskers, and complexion—the whole being of such a tone as a strong"
9182,light brings out with somewhat perilous force (indeed I recollect I was
9182,driven to compare his beamy head in my thoughts to that of the “golden
9182,"image” which Nebuchadnezzar the king had set up), an idea new, sudden,"
9182,"and startling, riveted my attention with an over-mastering strength and"
9182,power of attraction. I know not to this day how I looked at him: the
9182,"force of surprise, and also of conviction, made me forget myself; and I"
9182,only recovered wonted consciousness when I saw that his notice was
9182,"arrested, and that it had caught my movement in a clear little oval"
9182,mirror fixed in the side of the window recess—by the aid of which
9182,reflector Madame often secretly spied persons walking in the garden
9182,"below. Though of so gay and sanguine a temperament, he was not without"
9182,a certain nervous sensitiveness which made him ill at ease under a
9182,"direct, inquiring gaze. On surprising me thus, he turned and said, in a"
9182,"tone which, though courteous, had just so much dryness in it as to mark"
9182,"a shade of annoyance, as well as to give to what was said the character"
9182,"of rebuke, “Mademoiselle does not spare me: I am not vain enough to"
9182,fancy that it is my merits which attract her attention; it must then be
9182,some defect. Dare I ask—what?”
9182,
9182,"I was confounded, as the reader may suppose, yet not with an"
9182,irrecoverable confusion; being conscious that it was from no emotion of
9182,"incautious admiration, nor yet in a spirit of unjustifiable"
9182,"inquisitiveness, that I had incurred this reproof. I might have cleared"
9182,"myself on the spot, but would not. I did not speak. I was not in the"
9182,"habit of speaking to him. Suffering him, then, to think what he chose"
9182,"and accuse me of what he would, I resumed some work I had dropped, and"
9182,kept my head bent over it during the remainder of his stay. There is a
9182,perverse mood of the mind which is rather soothed than irritated by
9182,"misconstruction; and in quarters where we can never be rightly known,"
9182,"we take pleasure, I think, in being consummately ignored. What honest"
9182,"man, on being casually taken for a housebreaker, does not feel rather"
9182,tickled than vexed at the mistake?
9182,
9182,
9182,
9182,CHAPTER XI.
9182,THE PORTRESS’S CABINET.
9182,
9182,
9182,"It was summer and very hot. Georgette, the youngest of Madame Beck’s"
9182,"children, took a fever. Désirée, suddenly cured of her ailments, was,"
9182,"together with Fifine, packed off to Bonne-Maman, in the country, by way"
9182,"of precaution against infection. Medical aid was now really needed, and"
9182,"Madame, choosing to ignore the return of Dr. Pillule, who had been at"
9182,"home a week, conjured his English rival to continue his visits. One or"
9182,"two of the pensionnaires complained of headache, and in other respects"
9182,"seemed slightly to participate in Georgette’s ailment. “Now, at last,”"
9182,"I thought, “Dr. Pillule must be recalled: the prudent directress will"
9182,never venture to permit the attendance of so young a man on the
9182,pupils.”
9182,
9182,"The directress was very prudent, but she could also be intrepidly"
9182,venturous. She actually introduced Dr. John to the school-division of
9182,"the premises, and established him in attendance on the proud and"
9182,"handsome Blanche de Melcy, and the vain, flirting Angélique, her"
9182,"friend. Dr. John, I thought, testified a certain gratification at this"
9182,mark of confidence; and if discretion of bearing could have justified
9182,"the step, it would by him have been amply justified. Here, however, in"
9182,"this land of convents and confessionals, such a presence as his was not"
9182,to be suffered with impunity in a “pensionnat de demoiselles.” The
9182,"school gossiped, the kitchen whispered, the town caught the rumour,"
9182,"parents wrote letters and paid visits of remonstrance. Madame, had she"
9182,"been weak, would now have been lost: a dozen rival educational houses"
9182,were ready to improve this false step—if false step it were—to her
9182,"ruin; but Madame was not weak, and little Jesuit though she might be,"
9182,"yet I clapped the hands of my heart, and with its voice cried “brava!”"
9182,"as I watched her able bearing, her skilled management, her temper and"
9182,her firmness on this occasion.
9182,
9182,"She met the alarmed parents with a good-humoured, easy grace for nobody"
9182,"matched her in, I know not whether to say the possession or the"
9182,assumption of a certain “rondeur et franchise de bonne femme;” which on
9182,various occasions gained the point aimed at with instant and complete
9182,"success, where severe gravity and serious reasoning would probably have"
9182,failed.
9182,
9182,"“Ce pauvre Docteur Jean!” she would say, chuckling and rubbing joyously"
9182,her fat little white hands; “ce cher jeune homme! le meilleur créature
9182,du monde!” and go on to explain how she happened to be employing him
9182,"for her own children, who were so fond of him they would scream"
9182,"themselves into fits at the thought of another doctor; how, where she"
9182,"had confidence for her own, she thought it natural to repose trust for"
9182,"others, and au reste, it was only the most temporary expedient in the"
9182,world; Blanche and Angélique had the migraine; Dr. John had written a
9182,prescription; voilà tout!
9182,
9182,The parents’ mouths were closed. Blanche and Angélique saved her all
9182,remaining trouble by chanting loud duets in their physician’s praise;
9182,"the other pupils echoed them, unanimously declaring that when they were"
9182,"ill they would have Dr. John and nobody else; and Madame laughed, and"
9182,the parents laughed too. The Labassecouriens must have a large organ of
9182,philoprogenitiveness: at least the indulgence of offspring is carried
9182,by them to excessive lengths; the law of most households being the
9182,children’s will. Madame now got credit for having acted on this
9182,occasion in a spirit of motherly partiality: she came off with flying
9182,colours; people liked her as a directress better than ever.
9182,
9182,To this day I never fully understood why she thus risked her interest
9182,"for the sake of Dr. John. What people said, of course I know well: the"
9182,"whole house—pupils, teachers, servants included—affirmed that she was"
9182,going to marry him. So they had settled it; difference of age seemed to
9182,make no obstacle in their eyes: it was to be so.
9182,
9182,It must be admitted that appearances did not wholly discountenance this
9182,"idea; Madame seemed so bent on retaining his services, so oblivious of"
9182,"her former protégé, Pillule. She made, too, such a point of personally"
9182,"receiving his visits, and was so unfailingly cheerful, blithe, and"
9182,"benignant in her manner to him. Moreover, she paid, about this time,"
9182,"marked attention to dress: the morning dishabille, the nightcap and"
9182,"shawl, were discarded; Dr. John’s early visits always found her with"
9182,"auburn braids all nicely arranged, silk dress trimly fitted on, neat"
9182,laced brodequins in lieu of slippers: in short the whole toilette
9182,"complete as a model, and fresh as a flower. I scarcely think, however,"
9182,that her intention in this went further than just to show a very
9182,handsome man that she was not quite a plain woman; and plain she was
9182,"not. Without beauty of feature or elegance of form, she pleased."
9182,"Without youth and its gay graces, she cheered. One never tired of"
9182,"seeing her: she was never monotonous, or insipid, or colourless, or"
9182,"flat. Her unfaded hair, her eye with its temperate blue light, her"
9182,cheek with its wholesome fruit-like bloom—these things pleased in
9182,"moderation, but with constancy."
9182,
9182,"Had she, indeed, floating visions of adopting Dr. John as a husband,"
9182,"taking him to her well-furnished home, endowing him with her savings,"
9182,"which were said to amount to a moderate competency, and making him"
9182,comfortable for the rest of his life? Did Dr. John suspect her of such
9182,visions? I have met him coming out of her presence with a mischievous
9182,"half-smile about his lips, and in his eyes a look as of masculine"
9182,"vanity elate and tickled. With all his good looks and good-nature, he"
9182,was not perfect; he must have been very imperfect if he roguishly
9182,encouraged aims he never intended to be successful. But did he not
9182,"intend them to be successful? People said he had no money, that he was"
9182,wholly dependent upon his profession. Madame—though perhaps some
9182,"fourteen years his senior—was yet the sort of woman never to grow old,"
9182,"never to wither, never to break down. They certainly were on good"
9182,terms. _He_ perhaps was not in love; but how many people ever _do_
9182,"love, or at least marry for love, in this world. We waited the end."
9182,
9182,"For what _he_ waited, I do not know, nor for what he watched; but the"
9182,"peculiarity of his manner, his expectant, vigilant, absorbed, eager"
9182,"look, never wore off: it rather intensified. He had never been quite"
9182,"within the compass of my penetration, and I think he ranged farther and"
9182,farther beyond it.
9182,
9182,One morning little Georgette had been more feverish and consequently
9182,"more peevish; she was crying, and would not be pacified. I thought a"
9182,"particular draught ordered, disagreed with her, and I doubted whether"
9182,it ought to be continued; I waited impatiently for the doctor’s coming
9182,in order to consult him.
9182,
9182,"The door-bell rang, he was admitted; I felt sure of this, for I heard"
9182,his voice addressing the portress. It was his custom to mount straight
9182,"to the nursery, taking about three degrees of the staircase at once,"
9182,and coming upon us like a cheerful surprise. Five minutes
9182,elapsed—ten—and I saw and heard nothing of him. What could he be doing?
9182,Possibly waiting in the corridor below. Little Georgette still piped
9182,"her plaintive wail, appealing to me by her familiar term, “Minnie,"
9182,"Minnie, me very poorly!” till my heart ached. I descended to ascertain"
9182,why he did not come. The corridor was empty. Whither was he vanished?
9182,Was he with Madame in the _salle-à-manger?_ Impossible: I had left her
9182,"but a short time since, dressing in her own chamber. I listened. Three"
9182,pupils were just then hard at work practising in three proximate
9182,"rooms—the dining-room and the greater and lesser drawing-rooms, between"
9182,which and the corridor there was but the portress’s cabinet
9182,"communicating with the salons, and intended originally for a boudoir."
9182,"Farther off, at a fourth instrument in the oratory, a whole class of a"
9182,"dozen or more were taking a singing lesson, and just then joining in a"
9182,"“barcarole” (I think they called it), whereof I yet remember these"
9182,"words “fraîchë,” “brisë,” and “Venisë.” Under these circumstances, what"
9182,"could I hear? A great deal, certainly; had it only been to the purpose."
9182,
9182,Yes; I heard a giddy treble laugh in the above-mentioned little
9182,"cabinet, close by the door of which I stood—that door half-unclosed; a"
9182,"man’s voice in a soft, deep, pleading tone, uttered some words,"
9182,"whereof I only caught the adjuration, “For God’s sake!” Then, after a"
9182,"second’s pause, forth issued Dr. John, his eye full shining, but not"
9182,with either joy or triumph; his fair English cheek high-coloured; a
9182,"baffled, tortured, anxious, and yet a tender meaning on his brow."
9182,
9182,"The open door served me as a screen; but had I been full in his way, I"
9182,"believe he would have passed without seeing me. Some mortification,"
9182,"some strong vexation had hold of his soul: or rather, to write my"
9182,impressions now as I received them at the time I should say some
9182,"sorrow, some sense of injustice. I did not so much think his pride was"
9182,"hurt, as that his affections had been wounded—cruelly wounded, it"
9182,seemed to me. But who was the torturer? What being in that house had
9182,him so much in her power? Madame I believed to be in her chamber; the
9182,room whence he had stepped was dedicated to the portress’s sole use;
9182,"and she, Rosine Matou, an unprincipled though pretty little French"
9182,"grisette, airy, fickle, dressy, vain, and mercenary—it was not, surely,"
9182,to _her_ hand he owed the ordeal through which he seemed to have
9182,passed?
9182,
9182,"But while I pondered, her voice, clear, though somewhat sharp, broke"
9182,"out in a lightsome French song, trilling through the door still ajar: I"
9182,"glanced in, doubting my senses. There at the table she sat in a smart"
9182,"dress of “jaconas rose,” trimming a tiny blond cap: not a living thing"
9182,"save herself was in the room, except indeed some gold fish in a glass"
9182,"globe, some flowers in pots, and a broad July sunbeam."
9182,
9182,Here was a problem: but I must go up-stairs to ask about the medicine.
9182,
9182,Dr. John sat in a chair at Georgette’s bedside; Madame stood before
9182,"him; the little patient had been examined and soothed, and now lay"
9182,"composed in her crib. Madame Beck, as I entered, was discussing the"
9182,"physician’s own health, remarking on some real or fancied change in his"
9182,"looks, charging him with over-work, and recommending rest and change of"
9182,"air. He listened good-naturedly, but with laughing indifference,"
9182,"telling her that she was “trop bonne,” and that he felt perfectly well."
9182,Madame appealed to me—Dr. John following her movement with a slow
9182,glance which seemed to express languid surprise at reference being made
9182,to a quarter so insignificant.
9182,
9182,"“What do you think, Miss Lucie?” asked Madame. “Is he not paler and"
9182,thinner?”
9182,
9182,It was very seldom that I uttered more than monosyllables in Dr. John’s
9182,presence; he was the kind of person with whom I was likely ever to
9182,"remain the neutral, passive thing he thought me. Now, however, I took"
9182,licence to answer in a phrase: and a phrase I purposely made quite
9182,significant.
9182,
9182,“He looks ill at this moment; but perhaps it is owing to some temporary
9182,cause: Dr. John may have been vexed or harassed.” I cannot tell how he
9182,"took this speech, as I never sought his face for information. Georgette"
9182,here began to ask me in her broken English if she might have a glass of
9182,"_eau sucrée_. I answered her in English. For the first time, I fancy,"
9182,he noticed that I spoke his language; hitherto he had always taken me
9182,"for a foreigner, addressing me as “Mademoiselle,” and giving in French"
9182,the requisite directions about the children’s treatment. He seemed on
9182,"the point of making a remark; but thinking better of it, held his"
9182,tongue.
9182,
9182,"Madame recommenced advising him; he shook his head, laughing, rose and"
9182,"bid her good-morning, with courtesy, but still with the regardless air"
9182,of one whom too much unsolicited attention was surfeiting and spoiling.
9182,
9182,"When he was gone, Madame dropped into the chair he had just left; she"
9182,rested her chin in her hand; all that was animated and amiable vanished
9182,"from her face: she looked stony and stern, almost mortified and morose."
9182,"She sighed; a single, but a deep sigh. A loud bell rang for"
9182,morning-school. She got up; as she passed a dressing-table with a glass
9182,"upon it, she looked at her reflected image. One single white hair"
9182,streaked her nut-brown tresses; she plucked it out with a shudder. In
9182,"the full summer daylight, her face, though it still had the colour,"
9182,"could plainly be seen to have lost the texture of youth; and then,"
9182,"where were youth’s contours? Ah, Madame! wise as you were, even _you_"
9182,"knew weakness. Never had I pitied Madame before, but my heart softened"
9182,"towards her, when she turned darkly from the glass. A calamity had come"
9182,upon her. That hag Disappointment was greeting her with a grisly
9182,"“All-hail,” and her soul rejected the intimacy."
9182,
9182,But Rosine! My bewilderment there surpasses description. I embraced
9182,"five opportunities of passing her cabinet that day, with a view to"
9182,"contemplating her charms, and finding out the secret of their"
9182,"influence. She was pretty, young, and wore a well-made dress. All very"
9182,"good points, and, I suppose, amply sufficient to account, in any"
9182,"philosophic mind, for any amount of agony and distraction in a young"
9182,"man, like Dr. John. Still, I could not help forming half a wish that"
9182,the said doctor were my brother; or at least that he had a sister or a
9182,"mother who would kindly sermonize him. I say _half_ a wish; I broke it,"
9182,"and flung it away before it became a whole one, discovering in good"
9182,"time its exquisite folly. “Somebody,” I argued, “might as well"
9182,sermonize Madame about her young physician: and what good would that
9182,do?”
9182,
9182,"I believe Madame sermonized herself. She did not behave weakly, or make"
9182,herself in any shape ridiculous. It is true she had neither strong
9182,"feelings to overcome, nor tender feelings by which to be miserably"
9182,"pained. It is true likewise that she had an important avocation, a real"
9182,"business to fill her time, divert her thoughts, and divide her"
9182,interest. It is especially true that she possessed a genuine good sense
9182,which is not given to all women nor to all men; and by dint of these
9182,combined advantages she behaved wisely—she behaved well. Brava! once
9182,"more, Madame Beck. I saw you matched against an Apollyon of a"
9182,"predilection; you fought a good fight, and you overcame!"
9182,
9182,
9182,
9182,CHAPTER XII.
9182,THE CASKET.
9182,
9182,
9182,"Behind the house at the Rue Fossette there was a garden—large,"
9182,"considering that it lay in the heart of a city, and to my recollection"
9182,"at this day it seems pleasant: but time, like distance, lends to"
9182,certain scenes an influence so softening; and where all is stone
9182,"around, blank wall and hot pavement, how precious seems one shrub, how"
9182,lovely an enclosed and planted spot of ground!
9182,
9182,There went a tradition that Madame Beck’s house had in old days been a
9182,"convent. That in years gone by—how long gone by I cannot tell, but I"
9182,"think some centuries—before the city had over-spread this quarter, and"
9182,"when it was tilled ground and avenue, and such deep and leafy seclusion"
9182,as ought to embosom a religious house—that something had happened on
9182,"this site which, rousing fear and inflicting horror, had left to the"
9182,place the inheritance of a ghost-story. A vague tale went of a black
9182,"and white nun, sometimes, on some night or nights of the year, seen in"
9182,some part of this vicinage. The ghost must have been built out some
9182,"ages ago, for there were houses all round now; but certain"
9182,"convent-relics, in the shape of old and huge fruit-trees, yet"
9182,"consecrated the spot; and, at the foot of one—a Methuselah of a"
9182,"pear-tree, dead, all but a few boughs which still faithfully renewed"
9182,"their perfumed snow in spring, and their honey-sweet pendants in"
9182,"autumn—you saw, in scraping away the mossy earth between the half-bared"
9182,"roots, a glimpse of slab, smooth, hard, and black. The legend went,"
9182,"unconfirmed and unaccredited, but still propagated, that this was the"
9182,"portal of a vault, imprisoning deep beneath that ground, on whose"
9182,"surface grass grew and flowers bloomed, the bones of a girl whom a"
9182,monkish conclave of the drear middle ages had here buried alive for
9182,"some sin against her vow. Her shadow it was that tremblers had feared,"
9182,through long generations after her poor frame was dust; her black robe
9182,"and white veil that, for timid eyes, moonlight and shade had mocked, as"
9182,they fluctuated in the night-wind through the garden-thicket.
9182,
9182,"Independently of romantic rubbish, however, that old garden had its"
9182,"charms. On summer mornings I used to rise early, to enjoy them alone;"
9182,"on summer evenings, to linger solitary, to keep tryste with the rising"
9182,"moon, or taste one kiss of the evening breeze, or fancy rather than"
9182,"feel the freshness of dew descending. The turf was verdant, the"
9182,gravelled walks were white; sun-bright nasturtiums clustered beautiful
9182,about the roots of the doddered orchard giants. There was a large
9182,"berceau, above which spread the shade of an acacia; there was a"
9182,"smaller, more sequestered bower, nestled in the vines which ran all"
9182,"along a high and grey wall, and gathered their tendrils in a knot of"
9182,"beauty, and hung their clusters in loving profusion about the favoured"
9182,spot where jasmine and ivy met and married them.
9182,
9182,"Doubtless at high noon, in the broad, vulgar middle of the day, when"
9182,"Madame Beck’s large school turned out rampant, and externes and"
9182,"pensionnaires were spread abroad, vying with the denizens of the boys’"
9182,"college close at hand, in the brazen exercise of their lungs and"
9182,"limbs—doubtless _then_ the garden was a trite, trodden-down place"
9182,"enough. But at sunset or the hour of _salut_, when the externes were"
9182,"gone home, and the boarders quiet at their studies; pleasant was it"
9182,"then to stray down the peaceful alleys, and hear the bells of St. Jean"
9182,"Baptiste peal out with their sweet, soft, exalted sound."
9182,
9182,"I was walking thus one evening, and had been detained farther within"
9182,"the verge of twilight than usual, by the still-deepening calm, the"
9182,"mellow coolness, the fragrant breathing with which flowers no sunshine"
9182,could win now answered the persuasion of the dew. I saw by a light in
9182,the oratory window that the Catholic household were then gathered to
9182,"evening prayer—a rite, from attendance on which, I now and then, as a"
9182,"Protestant, exempted myself."
9182,
9182,"“One moment longer,” whispered solitude and the summer moon, “stay with"
9182,us: all is truly quiet now; for another quarter of an hour your
9182,presence will not be missed: the day’s heat and bustle have tired you;
9182,enjoy these precious minutes.”
9182,
9182,"The windowless backs of houses built in this garden, and in particular"
9182,"the whole of one side, was skirted by the rear of a long line of"
9182,premises—being the boarding-houses of the neighbouring college. This
9182,"rear, however, was all blank stone, with the exception of certain attic"
9182,"loopholes high up, opening from the sleeping-rooms of the"
9182,"women-servants, and also one casement in a lower story said to mark the"
9182,"chamber or study of a master. But, though thus secure, an alley, which"
9182,"ran parallel with the very high wall on that side the garden, was"
9182,forbidden to be entered by the pupils. It was called indeed “l’allée
9182,"défendue,” and any girl setting foot there would have rendered herself"
9182,liable to as severe a penalty as the mild rules of Madame Beck’s
9182,establishment permitted. Teachers might indeed go there with impunity;
9182,"but as the walk was narrow, and the neglected shrubs were grown very"
9182,"thick and close on each side, weaving overhead a roof of branch and"
9182,"leaf which the sun’s rays penetrated but in rare chequers, this alley"
9182,"was seldom entered even during day, and after dusk was carefully"
9182,shunned.
9182,
9182,From the first I was tempted to make an exception to this rule of
9182,"avoidance: the seclusion, the very gloom of the walk attracted me. For"
9182,a long time the fear of seeming singular scared me away; but by
9182,"degrees, as people became accustomed to me and my habits, and to such"
9182,"shades of peculiarity as were engrained in my nature—shades, certainly"
9182,"not striking enough to interest, and perhaps not prominent enough to"
9182,"offend, but born in and with me, and no more to be parted with than my"
9182,identity—by slow degrees I became a frequenter of this strait and
9182,narrow path. I made myself gardener of some tintless flowers that grew
9182,between its closely-ranked shrubs; I cleared away the relics of past
9182,"autumns, choking up a rustic seat at the far end. Borrowing of Goton,"
9182,"the cuisinière, a pail of water and a scrubbing-brush, I made this seat"
9182,clean. Madame saw me at work and smiled approbation: whether sincerely
9182,or not I don’t know; but she _seemed_ sincere.
9182,
9182,"“Voyez-vous,” cried she, “comme elle est propre, cette demoiselle"
9182,"Lucie? Vous aimez donc cette allée, meess?”"
9182,
9182,"“Yes,” I said, “it is quiet and shady.”"
9182,
9182,"“C’est juste,” cried she with an air of bonté; and she kindly"
9182,"recommended me to confine myself to it as much as I chose, saying, that"
9182,"as I was not charged with the surveillance, I need not trouble myself"
9182,to walk with the pupils: only I might permit her children to come
9182,"there, to talk English with me."
9182,
9182,"On the night in question, I was sitting on the hidden seat reclaimed"
9182,"from fungi and mould, listening to what seemed the far-off sounds of"
9182,"the city. Far off, in truth, they were not: this school was in the"
9182,"city’s centre; hence, it was but five minutes’ walk to the park, scarce"
9182,ten to buildings of palatial splendour. Quite near were wide streets
9182,"brightly lit, teeming at this moment with life: carriages were rolling"
9182,through them to balls or to the opera. The same hour which tolled
9182,"curfew for our convent, which extinguished each lamp, and dropped the"
9182,"curtain round each couch, rang for the gay city about us the summons to"
9182,"festal enjoyment. Of this contrast I thought not, however: gay"
